"ItemNo","TurnId","Name","X_OrState","Y_OrFleet","MP","Federation","Batt1Type","Batt1EF","Batt1Size","Batt2Type","Batt2EF","Batt2Size","Batt3Type","Batt3EF","Batt3Size","Batt4Type","Batt4EF","Batt4Size","Batt5Type","Batt5EF","Batt5Size","Batt6Type","Batt6EF","Batt6Size","Batt7Type","Batt7EF","Batt7Size"
"4852","307ESep1809","BRAVEHEARTS     ","G ","11","32","0","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","--","","","--","",""
"4881","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800"
"4917","307ESep1809","HIGHLANDER MTD  ","13","19","32","63","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Ma","8","797","Ma","8","797"
"4927","307ESep1809","BRAVEHEARTS     ","G ","11","32","0","Hi","6","797","Hi","6","797","Hi","7","797","Hi","6","797","Hi","6","797","Hi","7","797","Hi","6","797"
"4935","307ESep1809","BRAVEHEARTS     ","G ","11","32","0","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797"
"4943","307ESep1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797"
"4951","307ESep1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797"
"4958","307ESep1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797"
"4964","307ESep1809","BRAVEHEARTS     ","13","19","32","63","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797","Hi","7","797"
"4974","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"4982","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800","Hi","6","800"
"4983","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"4992","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"5001","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"5010","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"5018","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"5025","307ESep1809","DUE RUSSIANS!   ","13","19","24","63","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","Mi","6","797","--","","","--","",""
"5035","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800"
"5046","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800"
"5054","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800"
"5062","307ESep1809","HIGHLANDER      ","23","20","32","61","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800","Hi","7","800"
"5109","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5177","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5183","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5189","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5194","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5198","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5207","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5214","307ESep1809","BEARS           ","23","20","26","61","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800","Be","4","800"
"5238","307ESep1809","BEARS           ","23","20","26","0","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800"
"5249","307ESep1809","BEARS           ","23","20","26","0","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800"
"5260","307ESep1809","BEARS           ","23","20","26","0","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800","Be","3","800"
"4069","348BAug1809","                ","35","27","32","62","Mu","6","583","Mu","6","465","Mu","6","465","Mu","6","462","Mu","6","468","--","","","--","",""
"4107","348BAug1809","                ","35","27","32","61","GR","6","796","GR","6","796","GR","6","796","GR","6","796","La","6","796","--","","","--","",""
"4111","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"4114","348BAug1809","BRIGADE 1       ","35","27","32","61","Cu","7","800","Cu","7","800","GC","8","796","GC","8","800","GC","8","797","Ma","8","785","Ma","8","783"
"4115","348BAug1809","BRIGADE 2       ","35","27","32","61","Cu","7","796","Cu","8","800","GC","8","800","GC","8","798","GC","8","800","Ma","8","785","Ma","8","784"
"4116","348BAug1809","BRIGADE 3       ","35","27","32","61","GR","8","782","Fu","7","782","Fu","7","787","Fu","7","782","Rm","8","780","Pi","7","800","La","7","782"
"4117","348BAug1809","BRIGADE 4       ","35","27","32","61","GR","8","782","Fu","7","783","Fu","7","778","Fu","7","786","Rm","7","785","Pi","8","800","La","8","783"
"4118","348BAug1809","BRIGADE 5       ","35","27","32","61","Cu","8","800","Cu","8","800","GC","8","800","GC","8","800","GC","8","800","Ma","8","791","Ma","8","785"
"4119","348BAug1809","BRIGADE 6       ","35","27","32","61","Cu","7","800","Cu","7","800","GC","8","800","GC","8","800","GC","9","800","Ma","8","792","Ma","8","787"
"4120","348BAug1809","BRIGADE 7       ","35","27","32","61","GR","9","787","Fu","7","784","Fu","7","787","Fu","7","788","Rm","7","784","Pi","7","800","La","8","787"
"4121","348BAug1809","BRIGADE 8       ","35","27","32","61","GR","9","787","Fu","7","790","Fu","9","792","Fu","8","789","Rm","7","788","Pi","7","800","La","7","794"
"4122","348BAug1809","BRIGADE 9       ","35","27","32","61","GR","8","785","Fu","7","788","Fu","7","789","Fu","7","782","Rm","7","782","Pi","7","800","La","7","791"
"4125","348BAug1809","COLONIAL-BRIG 1 ","B ","13","32","0","Ca","4","800","Ca","4","800","Kt","6","800","Mc","4","800","Cc","4","800","Cc","4","800","--","",""
"4190","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4203","348BAug1809","BRIGADE 10      ","35","27","24","0","--","","","--","","","Fu","7","744","Ha","7","742","Ha","7","742","Ha","8","737","Ha","7","741"
"4204","348BAug1809","BRIGADE 11      ","35","27","32","61","GR","9","790","GR","8","782","GR","8","786","GR","8","783","GR","9","787","GR","8","780","GR","8","785"
"4205","348BAug1809","BRIGADE 12      ","35","27","32","61","GR","8","789","GR","8","786","GR","8","790","GR","8","785","GR","8","790","Fu","7","785","Rm","7","794"
"4206","348BAug1809","BRIGADE 13      ","35","27","32","61","Fu","7","787","Fu","7","789","Fu","7","784","Fu","7","781","Fu","8","788","La","7","792","La","7","786"
"4207","348BAug1809","MARINE-BRIG 2   ","78","96","32","0","Kt","6","368","Kt","6","348","Kt","6","379","Kt","6","348","Kt","6","371","Kt","6","371","Kt","6","330"
"4213","348BAug1809","                ","35","27","32","61","GR","7","789","GR","7","781","GR","7","791","GR","8","785","GR","7","789","Rm","7","789","GR","8","791"
"4229","348BAug1809","                ","35","27","32","61","GR","8","786","GR","7","783","GR","7","784","GR","7","785","GR","7","788","Rm","7","783","GR","8","788"
"4231","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4245","348BAug1809","                ","35","27","32","61","GR","7","793","GR","7","787","GR","8","788","GR","7","788","GR","7","785","Rm","7","789","--","",""
"4261","348BAug1809","                ","35","27","32","61","GR","8","789","GR","7","785","GR","7","780","GR","7","789","GR","7","783","Rm","7","793","--","",""
"4277","348BAug1809","                ","35","27","32","61","GR","8","792","GR","8","783","GR","8","788","GR","8","788","GR","8","789","Rm","8","785","--","",""
"4293","348BAug1809","                ","35","27","32","61","GR","8","556","GR","8","558","GR","8","558","GR","8","556","GR","8","561","Rm","7","563","--","",""
"4307","348BAug1809","                ","35","27","32","61","GR","8","558","GR","8","560","GR","8","558","GR","8","562","GR","8","558","Rm","7","556","--","",""
"4319","348BAug1809","                ","35","27","32","61","GR","8","560","GR","8","558","GR","8","561","GR","8","556","GR","8","557","Rm","7","563","--","",""
"4329","348BAug1809","                ","35","27","32","61","GR","6","561","GR","6","556","GR","7","554","GR","6","560","GR","6","557","--","","","--","",""
"4345","348BAug1809","                ","35","27","32","61","GR","7","551","GR","6","553","GR","7","557","GR","6","559","GR","6","553","--","","","--","",""
"4359","348BAug1809","                ","35","27","32","61","GR","7","556","GR","6","559","GR","6","562","GR","6","554","GR","6","559","--","","","--","",""
"4374","348BAug1809","                ","35","27","32","61","GR","6","558","GR","7","554","GR","6","557","GR","6","555","GR","6","557","--","","","--","",""
"4389","348BAug1809","                ","35","27","32","61","GR","6","555","GR","6","561","GR","7","557","GR","6","557","GR","6","386","--","","","--","",""
"4401","348BAug1809","                ","35","27","32","61","GR","6","388","GR","6","386","GR","6","388","GR","6","392","GR","6","387","--","","","--","",""
"4412","348BAug1809","                ","35","27","32","61","GR","6","384","GR","6","385","GR","6","386","GR","6","383","GR","6","384","--","","","--","",""
"4415","348BAug1809","                ","35","27","32","61","GR","6","800","GR","6","800","GR","6","800","GR","6","800","GR","6","800","--","","","--","",""
"4419","348BAug1809","                ","35","27","32","62","GR","7","398","GR","8","399","GR","8","400","GR","8","400","GR","8","400","--","","","--","",""
"4424","348BAug1809","                ","35","27","32","61","GR","6","796","GR","6","796","GR","6","796","GR","6","796","La","6","796","--","","","--","",""
"4535","348BAug1809","                ","35","27","32","61","GR","6","796","GR","6","796","GR","6","796","GR","6","796","La","6","796","--","","","--","",""
"4558","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4575","348BAug1809","                ","35","27","32","62","Rm","7","417","Rm","7","418","Rm","7","419","Rm","7","420","Rm","7","418","--","","","--","",""
"4581","348BAug1809","                ","35","27","32","62","Rm","7","421","Rm","7","420","Rm","7","415","Rm","7","417","Rm","7","418","--","","","--","",""
"4585","348BAug1809","                ","35","27","32","62","Rm","7","416","Rm","7","418","Rm","7","420","Rm","7","420","Rm","7","416","--","","","--","",""
"4589","348BAug1809","                ","35","27","32","62","GR","8","417","GR","8","421","GR","8","417","GR","8","417","GR","8","416","--","","","--","",""
"4603","348BAug1809","                ","35","27","32","62","GR","9","416","GR","8","413","GR","9","415","GR","8","415","GR","8","414","--","","","--","",""
"4617","348BAug1809","                ","35","27","32","62","GR","9","416","GR","8","415","GR","8","413","GR","8","417","GR","8","415","--","","","--","",""
"4630","348BAug1809","                ","35","27","32","62","GR","8","414","GR","8","416","GR","8","413","GR","8","415","GR","8","418","--","","","--","",""
"4640","348BAug1809","                ","35","27","32","62","GR","8","417","GR","8","413","GR","8","415","GR","9","417","GR","8","416","--","","","--","",""
"4647","348BAug1809","                ","35","27","32","62","GR","8","417","GR","8","414","GR","8","416","GR","8","282","GR","8","284","--","","","--","",""
"4652","348BAug1809","                ","35","27","32","62","GR","8","282","GR","8","285","GR","8","283","GR","8","280","GR","8","283","--","","","--","",""
"4725","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","5","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4778","348BAug1809","                ","35","27","32","62","Mu","6","334","Mu","6","329","Mu","6","330","Mu","6","329","Mu","6","331","--","","","--","",""
"4791","348BAug1809","                ","35","27","32","62","Mu","5","329","Mu","5","327","Mu","5","329","Mu","5","326","Mu","5","324","--","","","--","",""
"4803","348BAug1809","                ","36","23","32","64","Mu","4","537","Mu","4","533","Mu","4","535","Mu","4","533","Mu","4","535","--","","","--","",""
"4814","348BAug1809","                ","36","23","32","64","Mu","4","537","Mu","4","533","Mu","4","533","Mu","4","535","Mu","4","537","--","","","--","",""
"4817","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"4823","348BAug1809","                ","36","23","32","64","Mu","4","540","Mu","5","537","Mu","4","536","Mu","4","537","Mu","4","538","--","","","--","",""
"4829","348BAug1809","                ","36","23","32","64","Mu","4","537","Mu","4","536","Mu","5","533","Mu","4","535","Mu","4","536","--","","","--","",""
"4910","348BAug1809","                ","36","23","32","64","Mu","6","541","Mu","5","543","Mu","5","540","Mu","5","540","Mu","5","540","--","","","--","",""
"4923","348BAug1809","                ","36","23","32","64","Mu","5","544","Mu","5","542","Mu","5","544","Mu","5","543","Mu","5","539","--","","","--","",""
"4934","348BAug1809","                ","36","23","32","64","Mu","5","543","Mu","5","544","Mu","6","542","Mu","5","542","Mu","5","540","--","","","--","",""
"4938","348BAug1809","                ","35","27","32","61","GR","6","796","GR","6","796","GR","6","796","GR","6","796","La","6","796","--","","","--","",""
"4945","348BAug1809","                ","36","23","32","64","Mu","5","541","Mu","5","543","Mu","6","543","Mu","5","540","Mu","5","540","--","","","--","",""
"4954","348BAug1809","                ","36","23","32","64","Mu","5","542","Mu","5","544","Mu","5","540","Mu","5","544","Mu","5","539","--","","","--","",""
"5035","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","5","650","--","","","--","",""
"5045","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5055","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5063","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5068","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5071","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5074","348BAug1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","5","650","--","","","--","",""
"5103","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"5111","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"5118","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"5124","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"5129","348BAug1809","                ","35","27","32","61","GR","7","800","GR","7","800","GR","7","800","GR","7","800","GR","7","800","--","","","--","",""
"5137","348BAug1809","                ","35","27","32","61","GR","6","796","GR","6","796","GR","6","796","GR","6","796","La","6","796","--","","","--","",""
"5142","348BAug1809","                ","35","27","32","61","GR","6","800","GR","6","800","GR","6","800","GR","6","800","La","6","800","--","","","--","",""
"5147","348BAug1809","                ","35","27","32","61","GR","6","800","GR","6","800","GR","6","800","GR","6","800","La","6","800","--","","","--","",""
"5151","348BAug1809","                ","35","27","32","61","GR","6","800","GR","6","800","GR","6","800","GR","6","800","La","6","800","--","","","--","",""
"4069","348BSep1809","                ","35","27","32","62","Mu","6","572","Mu","6","457","Mu","6","457","Mu","6","416","Mu","6","459","--","","","--","",""
"4107","348BSep1809","                ","35","27","32","61","GR","6","716","GR","6","716","GR","6","716","GR","6","716","La","6","659","--","","","--","",""
"4111","348BSep1809","                ","35","27","32","61","GR","7","397","GR","7","397","GR","7","397","GR","7","397","GR","7","138","--","","","--","",""
"4114","348BSep1809","BRIGADE 1       ","35","27","32","61","Cu","7","678","Cu","7","642","GC","8","650","GC","8","720","GC","8","651","Ma","8","785","Ma","8","783"
"4115","348BSep1809","BRIGADE 2       ","35","27","32","61","Cu","7","638","Cu","8","678","GC","8","720","GC","8","651","GC","8","720","Ma","8","785","Ma","8","784"
"4116","348BSep1809","BRIGADE 3       ","35","27","32","61","GR","8","439","Fu","7","540","Fu","7","672","Fu","7","540","Rm","8","427","Pi","7","491","La","7","704"
"4117","348BSep1809","BRIGADE 4       ","35","27","32","61","GR","8","439","Fu","7","580","Fu","7","465","Fu","7","671","Rm","7","707","Pi","8","491","La","8","705"
"4118","348BSep1809","BRIGADE 5       ","35","27","32","61","Cu","8","678","Cu","8","678","GC","8","720","GC","8","720","GC","8","720","Ma","8","791","Ma","8","785"
"4119","348BSep1809","BRIGADE 6       ","35","27","32","61","Cu","7","642","Cu","7","642","GC","8","720","GC","8","653","GC","9","720","Ma","8","792","Ma","8","787"
"4120","348BSep1809","BRIGADE 7       ","35","27","32","61","GR","9","379","Fu","7","581","Fu","7","672","Fu","7","238","Rm","7","706","Pi","7","491","La","8","708"
"4121","348BSep1809","BRIGADE 8       ","35","27","32","61","GR","9","379","Fu","7","588","Fu","9","590","Fu","8","588","Rm","7","709","Pi","7","491","La","7","714"
"4122","348BSep1809","BRIGADE 9       ","35","27","32","61","GR","8","383","Fu","7","238","Fu","7","239","Fu","7","540","Rm","7","704","Pi","7","720","La","7","712"
"4125","348BSep1809","COLONIAL-BRIG 1 ","B ","13","32","0","Ca","4","800","Ca","4","800","Kt","6","800","Mc","4","800","Cc","4","800","Cc","4","800","--","",""
"4190","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4203","348BSep1809","BRIGADE 10      ","35","27","24","0","--","","","--","","","Fu","7","445","Ha","7","668","Ha","7","668","Ha","8","663","Ha","7","667"
"4204","348BSep1809","BRIGADE 11      ","35","27","32","61","GR","9","381","GR","8","439","GR","8","529","GR","8","549","GR","9","379","GR","8","438","GR","8","383"
"4205","348BSep1809","BRIGADE 12      ","35","27","32","61","GR","8","314","GR","8","384","GR","8","250","GR","8","550","GR","8","250","Fu","7","581","Rm","7","435"
"4206","348BSep1809","BRIGADE 13      ","35","27","32","61","Fu","7","672","Fu","7","239","Fu","7","581","Fu","7","539","Fu","8","587","La","7","713","La","7","707"
"4207","348BSep1809","MARINE-BRIG 2   ","78","96","32","0","Kt","6","368","Kt","6","348","Kt","6","379","Kt","6","348","Kt","6","371","Kt","6","371","Kt","6","330"
"4213","348BSep1809","                ","35","27","32","61","--","","","GR","7","694","--","","","GR","8","550","--","","","Rm","7","710","GR","8","250"
"4229","348BSep1809","                ","35","27","32","61","GR","8","384","--","","","--","","","GR","7","334","GR","7","335","Rm","7","705","GR","8","314"
"4231","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4245","348BSep1809","                ","35","27","32","61","GR","7","614","GR","7","334","GR","8","530","GR","7","335","--","","","Rm","7","710","--","",""
"4261","348BSep1809","                ","35","27","32","61","GR","8","314","--","","","GR","7","693","--","","","GR","7","696","Rm","7","434","--","",""
"4277","348BSep1809","                ","35","27","32","61","GR","8","251","GR","8","549","GR","8","530","GR","8","530","GR","8","314","Rm","8","430","--","",""
"4293","348BSep1809","                ","35","27","32","61","GR","8","182","GR","8","333","GR","8","333","GR","8","182","GR","8","502","Rm","7","507","--","",""
"4307","348BSep1809","                ","35","27","32","61","GR","8","333","GR","8","501","GR","8","254","GR","8","503","GR","8","254","Rm","7","500","--","",""
"4319","348BSep1809","                ","35","27","32","61","GR","8","335","GR","8","254","GR","8","502","GR","8","182","GR","8","253","Rm","7","507","--","",""
"4329","348BSep1809","                ","35","27","32","61","GR","6","415","GR","6","362","GR","7","445","--","","","GR","6","157","--","","","--","",""
"4345","348BSep1809","                ","35","27","32","61","GR","7","55","GR","6","90","GR","7","182","--","","","GR","6","90","--","","","--","",""
"4359","348BSep1809","                ","35","27","32","61","GR","7","447","--","","","GR","6","416","GR","6","197","GR","6","157","--","","","--","",""
"4374","348BSep1809","                ","35","27","32","61","GR","6","157","GR","7","445","GR","6","362","GR","6","140","GR","6","362","--","","","--","",""
"4389","348BSep1809","                ","35","27","32","61","GR","6","140","--","","","GR","7","447","GR","6","362","GR","6","347","--","","","--","",""
"4401","348BSep1809","                ","35","27","32","61","GR","6","349","GR","6","347","GR","6","349","GR","6","353","GR","6","348","--","","","--","",""
"4412","348BSep1809","                ","35","27","32","61","GR","6","230","GR","6","347","GR","6","347","GR","6","345","GR","6","230","--","","","--","",""
"4415","348BSep1809","                ","35","27","32","61","GR","6","711","GR","6","720","GR","6","720","GR","6","720","GR","6","720","--","","","--","",""
"4419","348BSep1809","                ","35","27","32","62","GR","7","358","GR","8","359","GR","8","360","GR","8","360","GR","8","360","--","","","--","",""
"4424","348BSep1809","                ","35","27","32","61","GR","6","675","GR","6","675","GR","6","675","GR","6","675","La","6","659","--","","","--","",""
"4535","348BSep1809","                ","35","27","32","61","GR","6","704","GR","6","704","GR","6","704","GR","6","704","La","6","624","--","","","--","",""
"4558","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4575","348BSep1809","                ","35","27","32","62","Rm","7","280","Rm","7","271","Rm","7","377","Rm","7","378","Rm","7","271","--","","","--","",""
"4581","348BSep1809","                ","35","27","32","62","Rm","7","379","Rm","7","378","Rm","7","373","Rm","7","280","Rm","7","271","--","","","--","",""
"4585","348BSep1809","                ","35","27","32","62","Rm","7","279","Rm","7","271","Rm","7","378","Rm","7","378","Rm","7","279","--","","","--","",""
"4603","348BSep1809","                ","35","27","32","62","GR","1","0","GR","8","414","GR","9","307","GR","8","148","GR","8","372","--","","","--","",""
"4617","348BSep1809","                ","35","27","32","62","GR","1","0","GR","8","190","GR","8","372","--","","","GR","8","148","--","","","--","",""
"4630","348BSep1809","                ","35","27","32","62","GR","8","372","--","","","GR","8","372","GR","8","68","GR","8","118","--","","","--","",""
"4640","348BSep1809","                ","35","27","32","62","GR","8","147","GR","8","372","GR","8","68","GR","1","0","--","","","--","","","--","",""
"4647","348BSep1809","                ","35","27","32","62","GR","8","105","GR","8","372","--","","","GR","8","282","GR","8","284","--","","","--","",""
"4652","348BSep1809","                ","35","27","32","62","GR","8","282","GR","8","285","GR","8","283","GR","8","280","GR","8","283","--","","","--","",""
"4725","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","5","650","Mu","4","650","Mu","4","650","--","","","--","",""
"4778","348BSep1809","                ","35","27","32","62","Mu","6","334","Mu","6","329","Mu","6","330","Mu","6","329","Mu","6","331","--","","","--","",""
"4791","348BSep1809","                ","35","27","32","62","Mu","5","329","Mu","5","327","Mu","5","329","Mu","5","326","Mu","5","324","--","","","--","",""
"4803","348BSep1809","                ","36","23","32","64","Mu","4","537","Mu","4","533","Mu","4","535","Mu","4","533","Mu","4","535","--","","","--","",""
"4814","348BSep1809","                ","36","23","32","64","Mu","4","537","Mu","4","533","Mu","4","533","Mu","4","535","Mu","4","537","--","","","--","",""
"4817","348BSep1809","                ","35","27","32","61","GR","7","138","GR","7","138","GR","7","138","GR","7","492","GR","7","492","--","","","--","",""
"4823","348BSep1809","                ","36","23","32","64","Mu","4","540","Mu","5","537","Mu","4","536","Mu","4","537","Mu","4","538","--","","","--","",""
"4829","348BSep1809","                ","36","23","32","64","Mu","4","537","Mu","4","536","Mu","5","533","Mu","4","535","Mu","4","536","--","","","--","",""
"4910","348BSep1809","                ","36","23","32","64","Mu","6","541","Mu","5","543","Mu","5","540","Mu","5","540","Mu","5","540","--","","","--","",""
"4923","348BSep1809","                ","36","23","32","64","Mu","5","544","Mu","5","542","Mu","5","544","Mu","5","543","Mu","5","539","--","","","--","",""
"4934","348BSep1809","                ","36","23","32","64","Mu","5","543","Mu","5","544","Mu","6","542","Mu","5","542","Mu","5","540","--","","","--","",""
"4938","348BSep1809","                ","35","27","32","61","GR","6","712","GR","6","712","GR","6","712","GR","6","712","La","6","624","--","","","--","",""
"4945","348BSep1809","                ","36","23","32","64","Mu","5","541","Mu","5","543","Mu","6","543","Mu","5","540","Mu","5","540","--","","","--","",""
"4954","348BSep1809","                ","36","23","32","64","Mu","5","542","Mu","5","544","Mu","5","540","Mu","5","544","Mu","5","539","--","","","--","",""
"5035","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","5","650","--","","","--","",""
"5045","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5055","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5063","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5068","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5071","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","--","","","--","",""
"5074","348BSep1809","                ","38","21","32","63","Mu","4","650","Mu","4","650","Mu","4","650","Mu","4","650","Mu","5","650","--","","","--","",""
"5103","348BSep1809","                ","35","27","32","61","GR","7","492","GR","7","492","GR","7","614","GR","7","614","GR","7","614","--","","","--","",""
"5111","348BSep1809","                ","35","27","32","61","GR","7","614","GR","7","563","GR","7","563","GR","7","563","GR","7","563","--","","","--","",""
"5118","348BSep1809","                ","35","27","32","61","GR","7","234","GR","7","234","GR","7","234","GR","7","234","GR","7","665","--","","","--","",""
"5124","348BSep1809","                ","35","27","32","61","GR","7","665","GR","7","665","GR","7","665","GR","7","436","GR","7","436","--","","","--","",""
"5129","348BSep1809","                ","35","27","32","61","GR","7","436","GR","7","436","GR","7","620","GR","7","620","GR","7","620","--","","","--","",""
"5137","348BSep1809","                ","35","27","32","61","GR","6","631","GR","6","631","GR","6","631","GR","6","631","La","6","624","--","","","--","",""
"5142","348BSep1809","                ","35","27","32","61","GR","6","708","GR","6","708","GR","6","708","GR","6","708","La","6","720","--","","","--","",""
